BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
-0.7319893664465486,-0.24943448080104266,-0.424899735240609,-0.3569340222066546,-0.34907881901383864,-0.4667855542850508,-0.8064903456392755,-0.6786608078479125,-0.7073131650492337,-0.675348857882429,-0.47606981743568183,-0.511333250061439,-0.9603784008150247,-0.5289787906610074,-0.3023999967892398,-0.5255509710834134,0.36067954425377496
0.7869608532656136,0.1343246710512249,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,2.6056045083204533,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,0.573962722280416,0.11007385158785597,-0.5917958767710622,0.6886784369735642,0.8186421271164631,0.09749953097254367,0.23422689681747927,0.36067954425377496
0.44713513198032884,0.5180838229034924,-0.10766823027327539,0.1088885127680007,-0.4545762302747729,-0.4667855542850508,1.2698432294420248,2.673451079746117,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,0.8260998401226133,-0.3838047379522192,-0.09329340476478795,-0.5255509710834134,0.36067954425377496
0.04909913946878367,-1.0169527845055772,0.23205784678891347,0.5461894563646923,-0.4545762302747729,-0.3686532543762061,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.25891333024358754,-0.3295339001797974,-0.5515645634162506,0.8260998401226133,-0.5986882602099773,-0.22830689611165514,-0.5255509710834134,0.36067954425377496
-0.3587752952564145,0.5180838229034924,-0.4620630524343565,-0.34729427860615986,-0.4545762302747729,-0.4667855542850508,-1.0141254472683061,-0.39931926791903927,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.5515645634162506,-0.905409839555405,-0.36436780341352376,-0.2572663896693736,-0.5255509710834134,0.36067954425377496
0.11787839226261683,0.5180838229034924,0.1544922935729456,-0.3569340222066546,1.0198219718843307,-0.4667855542850508,0.43931029772976204,-0.6786608078479125,0.5507840260387573,-0.675348857882429,-0.47606981743568183,-0.2699453699325697,-0.7405041557765462,-0.11505953571863932,0.6697666752000935,-0.5255509710834134,0.36067954425377496
-0.4502772182552461,0.5180838229034924,2.8494084938998494,3.5005479508455557,0.30666389513195613,-0.4667855542850508,1.2698432294420248,2.673451079746117,1.5991991906768772,-0.675348857882429,-0.47606981743568183,1.9830081779368776,2.475156677911202,1.5963132599542043,-0.2772972998962273,2.8934528534744284,0.36067954425377496
0.1245200221560722,0.5180838229034924,-0.26538766345686626,-0.3569340222066546,0.027792436308241134,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,-0.6030827526274971,-0.36411552579040707,-0.13412692339178378,-0.5255509710834134,0.36067954425377496
-0.26402625090706594,0.5180838229034924,-0.06632989054340402,0.041603102436547745,-0.2334076532078247,-0.4667855542850508,-0.39122512558378747,-0.39931926791903927,-0.28794659595510924,-0.675348857882429,-0.47606981743568183,-0.39063930999700436,0.6886784369735642,-0.3609328667760588,-0.22847003076249994,-0.5255509710834134,0.36067954425377496
-0.6785040237975313,-1.4007119363578449,0.13030337376724188,0.41520944019297057,-0.4545762302747729,-0.4667855542850508,-0.8064903456392755,-0.11997437587827835,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.4711019367066275,1.7880496621659567,-0.1963359235272189,-0.31920805774862365,-0.5255509710834134,0.36067954425377496
-0.13036795248653588,0.5180838229034924,-0.03888801035361285,-0.3569340222066546,0.562931925379429,-0.4667855542850508,1.2698432294420248,-0.6786608078479125,1.5991991906768772,-0.675348857882429,-0.47606981743568183,-0.10902011651332345,-0.905409839555405,-0.2244783558175378,0.5692170582559472,-0.5255509710834134,0.36067954425377496
-0.44857936511250573,-0.24943448080104266,0.22886573314582334,0.5420805156549815,-0.4545762302747729,-0.4667855542850508,-0.5988577356115314,0.1593671640505949,-0.9169951914991048,-0.675348857882429,-0.47606981743568183,-0.3504079966421928,-0.6855355945169265,-0.35494300635995996,-0.29552404046195946,-0.5255509710834134,0.36067954425377496
-0.022843207246887116,0.5180838229034924,1.0366343029964715,1.1494144866848988,0.33915355910309086,-0.4667855542850508,1.2698432294420248,0.1593671640505949,1.389517164227006,-0.675348857882429,-0.47606981743568183,0.4542182704540384,-0.4106927882188284,-0.388572793285019,-0.1520579297269898,0.329199985056047,0.36067954425377496
-0.30881937365959866,0.5180838229034924,0.5311102177536631,-0.10391485205267004,1.445228671443752,-0.4667855542850508,0.6469429077575061,-0.11997437587827835,0.9701505951328818,-0.675348857882429,-0.47606981743568183,0.4542182704540384,0.8260998401226133,-0.026685675912915485,-0.25454557155892393,-0.2406351253715348,0.36067954425377496
0.5805173711636284,0.5180838229034924,-0.4695518820955651,-0.3569340222066546,-0.4545762302747729,-0.30140469376933227,-1.2217580572960502,-0.6786608078479125,-0.9169951914991048,-0.25891333024358754,-0.3295339001797974,-0.5917958767710622,-0.4106927882188284,-0.3203893854037965,0.062184791333136036,-0.5255509710834134,0.36067954425377496
